Estado;Bacia;Nome_ANP;Nome_Operador;Campo;Operador;Contrato;Periodo;Oleo_bpd;Condensado_bpd;Petroleo_bpd;Gas_Natural_Associado_(Mm³/dia);Gas_Natural_Não Associado_(Mm³/dia);Gas_Natural_Total_(Mm³/dia);Volume_Gas_Royalties_(Mm³/dia);Agua_bpd;Instalacao_Destino;Tipo_Instalacao;Tempo_de_Producao_h_por_mes;Periodo_Carga;Corrente;Grau_API;Fracao_Destilados_Leves_Corte;Fracao_Destilados_Leves_Volume;Fracao_Destilados_Medios_Corte;Fracao_Destilados_Medios_Volume;Fracao_Destilados_Pesados_Corte;Fracao_Destilados_Pesados_Volume;Percentual_em_Volumes_Metano;Percentual_em_Volumes_Etano;Percentual_em_Volumes_Propano;Percentual_em_Volumes_Iso-Butano;Percentual_em_Volumes_Butano;Percentual_em_Volumes_Iso-Pentano;Percentual_em_Volumes_n-Pentano;Percentual_em_Volumes_Hexanos;Percentual_em_Volumes_Heptanos;Percentual_em_Volumes_Octanos;Percentual_em_Volumes_Nonanos;Percentual_em_Volumes_Decanos;Percentual_em_Volumes_Undecanos;Percentual_em_Volumes_Oxigenio;Percentual_em_Volumes_Nitrogenio;Percentual_em_Volumes_Gas Carbonico;Densidade_GLP_Gas;Densidade_GLP_Liquido;PCS_GP_KJ_por_metro_cubico;Data_Atualizacao
Rio Grande do Norte;Potiguar;7-FP-207-RN;7FP  0207  RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/01;4,7419;0,0000;4,7419;0,0846;0,0000;0,0846;2,62200;462,6271;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;13/03/2023
Espírito Santo;Espírito Santo;7-LPN-31-ES;7LPN 0031  ES;LAGOA PARDA NORTE;Capixaba Energia;480000037549735;2023/01;0,0000;0,0000;0,0000;0,8230;0,0000;0,8230;25,51400;0,0000;Estação de Coleta e Tratamento de Lagoa Parda;INSTALACAO EMB/DESEMB;72;;;;< ºC;%;;%;> ºC;%;91,2;4,06;0,41;0,16;0,19;0,1;0,12;0,36;0,28;0,07;0,1;0,03;0;0;0,68;2,24;2,11664;541,80378;37762,3951;13/03/2023
Bahia;Recôncavo;7-DJ-815H-BA;7DJ815HBA;DOM JOÃO;3R Candeias  S.A.;480000036449737;2023/01;42,1805;0,0000;42,1805;0,0577;0,0000;0,0577;1,78900;462,0559;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;664;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;68,53;5,09;10,87;3,9;3,97;1,23;1,05;0,64;0,15;0,04;0,01;0;0;0,03;1,77;2,72;2,08205;537,89382;37529,5793;13/03/2023
Rio Grande do Norte;Potiguar;3-STAR-28-RN;3PBC3RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/01;4,3521;0,0000;4,3521;0,1722;0,0000;0,1722;5,33800;49,6787;;;740;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;13/03/2023
Rio Grande do Norte;Potiguar;3-BRSA-873-RN;3MZ3RN;SIBITE;Potiguar E&P S.A.;486100092252002;2023/01;14,9142;0,0000;14,9142;0,0389;0,0000;0,0389;1,20700;59,7311;Estação Coletora de Riacho da Forquilha;INSTALACAO EMB/DESEMB;314;;;;< ºC;%;;%;> ºC;%;72,4655;12,9757;8,9614;1,3313;2,1944;0,4196;0,4043;0,1413;0,0408;0,0039;0;0;0;0,0048;1,0438;0,0132;2,00066;528,13407;41606,1974;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1487D-RN;7ET1487DRN;ESTREITO;Petrobras;480000037939797;2023/01;0,6426;0,0000;0,6426;0,0003;0,0000;0,0003;0,00800;246,0190;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;740;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1577-RN;7ET1577RN;ESTREITO;Petrobras;480000037939797;2023/01;8,1289;0,0000;8,1289;0,0034;0,0000;0,0034;0,10400;236,8442;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;739;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Espírito Santo;Espírito Santo;7-CNC-14-ES;7CNC14ES;CANCÃ;Petrobras;486100094912003;2023/01;19,3568;0,0000;19,3568;0,0092;0,0000;0,0092;0,28600;115,5738;Ponto de Coleta área do CNC-6 (Cancã);INSTALACAO EMB/DESEMB;550;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;96,78;1,74;0,1;0,05;0,02;0,01;0,01;0;0,01;0;0,02;0;0;0;0,58;0,68;2,07845;537,4362;37725,8764;13/03/2023
Rio Grande do Norte;Potiguar;7-FP-204-RN;7FP  0204  RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/01;0,3137;0,0000;0,3137;0,0015;0,0000;0,0015;0,04600;51,7674;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;172;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;13/03/2023
Bahia;Recôncavo;1-FO-1-BA;1FO  0001  BA;FAZENDA ONÇA;SPE Miranga;480000036529765;2023/01;2,3286;0,0000;2,3286;0,0000;0,0000;0,0000;0,00000;112,5965;OLEO FO MED POCO FO-01 (Faz. Onça);INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;69,3255;11,1355;9,0936;1,704;2,7407;0,6347;0,7905;0,4801;0,2525;0,0939;0,0201;0,0012;0;0,0171;2,5613;1,1493;2,02848;531,45862;39904,7978;13/03/2023
Bahia;Recôncavo;7-DJ-822-BA;7DJ822BA;DOM JOÃO;3R Candeias  S.A.;480000036449737;2023/01;7,9590;0,0000;7,9590;0,0018;0,0000;0,0018;0,05600;260,0510;Estação Dom João;INSTALACAO EMB/DESEMB;715;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;68,53;5,09;10,87;3,9;3,97;1,23;1,05;0,64;0,15;0,04;0,01;0;0;0,03;1,77;2,72;2,08205;537,89382;37529,5793;13/03/2023
Rio Grande do Norte;Potiguar;7-SBO-33-RN;7SBO0033RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/01;14,4850;0,0000;14,4850;0,2608;0,0000;0,2608;8,08400;0,8323;;;653;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;13/03/2023
Rio Grande do Norte;Potiguar;7-SIB-1-RN;7SIB1RN;SIBITE;Potiguar E&P S.A.;486100092252002;2023/01;1,1232;0,0000;1,1232;0,0351;0,0000;0,0351;1,08800;22,8271;Estação Coletora de Riacho da Forquilha;INSTALACAO EMB/DESEMB;694;;;;< ºC;%;;%;> ºC;%;72,4655;12,9757;8,9614;1,3313;2,1944;0,4196;0,4043;0,1413;0,0408;0,0039;0;0;0;0,0048;1,0438;0,0132;2,00066;528,13407;41606,1974;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1546D-RN;7ET1546DRN;ESTREITO;Petrobras;480000037939797;2023/01;0,1475;0,0000;0,1475;0,0001;0,0000;0,0001;0,00200;58,3317;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;224;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1746-RN;7ET1746RN;ESTREITO;Petrobras;480000037939797;2023/01;1,5520;0,0000;1,5520;0,0006;0,0000;0,0006;0,02000;421,8421;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Espírito Santo;Espírito Santo;7-CNC-10-ES;7CNC10ES;CANCÃ;Petrobras;486100094912003;2023/01;34,4609;0,0000;34,4609;0,0055;0,0000;0,0055;0,17000;242,2754;Tanque isolado CBV2 (Cancã);INSTALACAO EMB/DESEMB;717;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;96,78;1,74;0,1;0,05;0,02;0,01;0,01;0;0,01;0;0,02;0;0;0;0,58;0,68;2,07845;537,4362;37725,8764;13/03/2023
Rio Grande do Norte;Potiguar;7-FP-201-RN;7FP  0201  RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/01;5,1733;0,0000;5,1733;0,0893;0,0000;0,0893;2,76700;530,4452;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;13/03/2023
Bahia;Recôncavo;7-FO-9D-BA;7FO9DBA;FAZENDA ONÇA;SPE Miranga;480000036529765;2023/01;11,0630;0,0000;11,0630;0,0001;0,0000;0,0001;0,00300;0,6677;OLEO FO MED POCO FO-01 (Faz. Onça);INSTALACAO EMB/DESEMB;557;;;;< ºC;%;;%;> ºC;%;69,3255;11,1355;9,0936;1,704;2,7407;0,6347;0,7905;0,4801;0,2525;0,0939;0,0201;0,0012;0;0,0171;2,5613;1,1493;2,02848;531,45862;39904,7978;13/03/2023
Bahia;Recôncavo;7-DJ-126-BA;7DJ  0126  BA;DOM JOÃO;3R Candeias  S.A.;480000036449737;2023/01;2,3193;0,0000;2,3193;0,0029;0,0000;0,0029;0,09100;9,3452;Estação Dom João;INSTALACAO EMB/DESEMB;145;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;68,53;5,09;10,87;3,9;3,97;1,23;1,05;0,64;0,15;0,04;0,01;0;0;0,03;1,77;2,72;2,08205;537,89382;37529,5793;13/03/2023
Rio Grande do Norte;Potiguar;7-SBO-32-RN;7SBO0032RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/01;26,4570;0,0000;26,4570;0,1627;0,0000;0,1627;5,04400;0,9479;;;482;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;13/03/2023
Ceará;Potiguar;7-FZB-905-CE;7FZB905CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/01;0,7247;0,0000;0,7247;0,0009;0,0000;0,0009;0,02800;40,2820;Estação Coletora Faz. Belém 10 (ET-III);INSTALACAO EMB/DESEMB;283;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1545-RN;7ET1545RN;ESTREITO;Petrobras;480000037939797;2023/01;0,6203;0,0000;0,6203;0,0003;0,0000;0,0003;0,00800;313,1980;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;723;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Alagoas;Alagoas;7-TM-21-AL;7TM  0021  AL;TABULEIRO DOS MARTINS;Petrosynergy;480000038649733;2023/01;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação Coletora de Tabuleiro dos Martins;INSTALACAO EMB/DESEMB;0;2015/07;Tabuleiro;26,2;< 290ºC;27.8%;290ºC a 380ºC;13.4%;> 380ºC;58.8%;85,99;4,48;5,12;0,98;1,38;0,3;0,22;0,12;0;0;0;0;0;0;1,06;0,35;2,02017;530,47671;38572,2572;13/03/2023
Espírito Santo;Espírito Santo;7-CNC-9-ES;7CNC9ES;CANCÃ;Petrobras;486100094912003;2023/01;67,5499;0,0000;67,5499;0,0966;0,0000;0,0966;2,99600;966,1185;Ponto de Coleta área do CNC-6 (Cancã);INSTALACAO EMB/DESEMB;620;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;96,78;1,74;0,1;0,05;0,02;0,01;0,01;0;0,01;0;0,02;0;0;0;0,58;0,68;2,07845;537,4362;37725,8764;13/03/2023
Rio Grande do Norte;Potiguar;7-FP-198-RN;7FP  0198  RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/01;5,9615;0,0000;5,9615;0,1024;0,0000;0,1024;3,17300;492,2515;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;13/03/2023
Rio Grande do Norte;Potiguar;7-LOR-75HP-RN;7LOR75HPRN;LORENA;Potiguar E&P S.A.;480000038079708;2023/01;12,2572;0,0000;12,2572;3,4805;0,0000;3,4805;107,77100;0,3098;Estação Coletora de Lorena;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;81,096;8,9;5;1,17;1,6;0,46;0,49;0,33;0,15;0,05;0,01;0,002;0;0,006;0,6;0,136;2,04522;533,46421;40238,9734;13/03/2023
Bahia;Recôncavo;7-DJ-32-BA;7DJ  0032  BA;DOM JOÃO;3R Candeias  S.A.;480000036449737;2023/01;0,5279;0,0000;0,5279;0,0009;0,0000;0,0009;0,02700;1,3158;Estação Marapé (Dom João Mar);INSTALACAO EMB/DESEMB;519;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;68,53;5,09;10,87;3,9;3,97;1,23;1,05;0,64;0,15;0,04;0,01;0;0;0,03;1,77;2,72;2,08205;537,89382;37529,5793;13/03/2023
Rio Grande do Norte;Potiguar;7-SBO-29-RN;7SBO0029RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/01;23,1071;0,0000;23,1071;0,1405;0,0000;0,1405;4,35600;1,0417;;;734;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;13/03/2023
Ceará;Potiguar;7-FZB-813-CE;7FZB813CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/01;4,6273;0,0000;4,6273;0,0059;0,0000;0,0059;0,18200;68,8990;Estação Coletora Fazenda Belém 11 (FZB-435);INSTALACAO EMB/DESEMB;6;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1562-RN;7ET1562RN;ESTREITO;Petrobras;480000037939797;2023/01;0,7976;0,0000;0,7976;0,0003;0,0000;0,0003;0,01000;134,2292;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;740;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Alagoas;Alagoas;7-TM-24D-AL;7TM  0024D AL;TABULEIRO DOS MARTINS;Petrosynergy;480000038649733;2023/01;3,1392;0,0000;3,1392;0,1313;0,0000;0,1313;3,09700;9,4227;Estação Coletora de Tabuleiro dos Martins;INSTALACAO EMB/DESEMB;262;2015/07;Tabuleiro;26,2;< 290ºC;27.8%;290ºC a 380ºC;13.4%;> 380ºC;58.8%;85,99;4,48;5,12;0,98;1,38;0,3;0,22;0,12;0;0;0;0;0;0;1,06;0,35;2,02017;530,47671;38572,2572;13/03/2023
Espírito Santo;Espírito Santo;7-CNC-7-ES;7CNC7ES;CANCÃ;Petrobras;486100094912003;2023/01;28,8033;0,0000;28,8033;0,0273;0,0000;0,0273;0,84600;163,5771;Ponto de Coleta área do CNC-6 (Cancã);INSTALACAO EMB/DESEMB;560;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;96,78;1,74;0,1;0,05;0,02;0,01;0,01;0;0,01;0;0,02;0;0;0;0,58;0,68;2,07845;537,4362;37725,8764;13/03/2023
Espírito Santo;Espírito Santo;7-FAL-79H-ES;7FAL79HES;FAZENDA ALEGRE;Petrobras;480000037429756;2023/01;38,0521;0,0000;38,0521;0,0781;0,0000;0,0781;2,36400;24,0435;Estação Coletora de FAL;INSTALACAO EMB/DESEMB;728;2017/02;Fazenda Alegre;13,3;< 290ºC;7.28%;290ºC a 380ºC;14.52%;> 380ºC;78.2%;97,851;0,536;0,067;0,009;0,024;0,001;0,003;0,006;0,034;0,026;0,051;0,007;0;0,061;0,843;0,48;2,04026;532,65079;37336,0194;13/03/2023
Rio Grande do Norte;Potiguar;7-LOR-73-RN;7LOR73RN;LORENA;Potiguar E&P S.A.;480000038079708;2023/01;5,0566;0,0000;5,0566;3,3943;0,0000;3,3943;105,10000;7,4695;Estação Coletora de Lorena;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;81,096;8,9;5;1,17;1,6;0,46;0,49;0,33;0,15;0,05;0,01;0,002;0;0,006;0,6;0,136;2,04522;533,46421;40238,9734;13/03/2023
Bahia;Recôncavo;7-DJ-41-BA;7DJ  0041  BA;DOM JOÃO;3R Candeias  S.A.;480000036449737;2023/01;17,1907;0,0000;17,1907;0,0713;0,0000;0,0713;2,21000;110,6207;Ponto de Coleta Área do Poço DJ-41;INSTALACAO EMB/DESEMB;737;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;68,53;5,09;10,87;3,9;3,97;1,23;1,05;0,64;0,15;0,04;0,01;0;0;0,03;1,77;2,72;2,08205;537,89382;37529,5793;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1366-RN;7ET1366RN;ESTREITO;Petrobras;480000037939797;2023/01;1,3284;0,0000;1,3284;0,0005;0,0000;0,0005;0,01700;265,1877;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;412;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Ceará;Potiguar;7-FZB-815-CE;7FZB815CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/01;0,9262;0,0000;0,9262;0,0012;0,0000;0,0012;0,03600;10,4906;Estação Coletora Fazenda Belém 11 (FZB-435);INSTALACAO EMB/DESEMB;4;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1712-RN;7ET1712RN;ESTREITO;Petrobras;480000037939797;2023/01;3,6333;0,0000;3,6333;0,0015;0,0000;0,0015;0,04700;454,0090;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Alagoas;Alagoas;7-TM-26-AL;7TM  0026  AL;TABULEIRO DOS MARTINS;Petrosynergy;480000038649733;2023/01;22,9282;0,0000;22,9282;0,1339;0,0000;0,1339;3,15900;16,5124;Estação Coletora de Tabuleiro dos Martins;INSTALACAO EMB/DESEMB;744;2015/07;Tabuleiro;26,2;< 290ºC;27.8%;290ºC a 380ºC;13.4%;> 380ºC;58.8%;85,99;4,48;5,12;0,98;1,38;0,3;0,22;0,12;0;0;0;0;0;0;1,06;0,35;2,02017;530,47671;38572,2572;13/03/2023
