Estado;Bacia;Nome_ANP;Nome_Operador;Campo;Operador;Contrato;Periodo;Oleo_bpd;Condensado_bpd;Petroleo_bpd;Gas_Natural_Associado_(Mm³/dia);Gas_Natural_Não Associado_(Mm³/dia);Gas_Natural_Total_(Mm³/dia);Volume_Gas_Royalties_(Mm³/dia);Agua_bpd;Instalacao_Destino;Tipo_Instalacao;Tempo_de_Producao_h_por_mes;Periodo_Carga;Corrente;Grau_API;Fracao_Destilados_Leves_Corte;Fracao_Destilados_Leves_Volume;Fracao_Destilados_Medios_Corte;Fracao_Destilados_Medios_Volume;Fracao_Destilados_Pesados_Corte;Fracao_Destilados_Pesados_Volume;Percentual_em_Volumes_Metano;Percentual_em_Volumes_Etano;Percentual_em_Volumes_Propano;Percentual_em_Volumes_Iso-Butano;Percentual_em_Volumes_Butano;Percentual_em_Volumes_Iso-Pentano;Percentual_em_Volumes_n-Pentano;Percentual_em_Volumes_Hexanos;Percentual_em_Volumes_Heptanos;Percentual_em_Volumes_Octanos;Percentual_em_Volumes_Nonanos;Percentual_em_Volumes_Decanos;Percentual_em_Volumes_Undecanos;Percentual_em_Volumes_Oxigenio;Percentual_em_Volumes_Nitrogenio;Percentual_em_Volumes_Gas Carbonico;Densidade_GLP_Gas;Densidade_GLP_Liquido;PCS_GP_KJ_por_metro_cubico;Data_Atualizacao
Sergipe;Sergipe;7-RO-74-SE;7RO  0074  SE;RIACHUELO;Carmo;480000038609782;2023/01;18,2605;0,0000;18,2605;0,0638;0,0000;0,0638;1,97800;0,0000;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;560;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Bahia;Recôncavo;7-AR-104-BA;7AR  0104  BA;ARAÇÁS;Petrobras;480000036319795;2023/01;5,7371;0,0000;5,7371;0,3022;0,0000;0,3022;9,35800;207,9673;Estação Coletora Araçás B;INSTALACAO EMB/DESEMB;170;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;71,41;13,54;6,9;1,5;2,22;0,67;0,7;0,43;0,2;0,06;0,02;0;0;0;1,22;1,13;2,04162;533,03104;41173,4957;13/03/2023
Alagoas;Alagoas;7-ANB-7D-AL;7ANB7DAL;ANAMBÉ;Origem Alagoas;486100038922000;2023/01;40,4177;0,0000;40,4177;4,2528;0,0000;4,2528;131,83800;443,2447;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;307;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;79,22;9,55;4,58;0,79;1,33;0,45;0,41;0,42;0,12;0,15;0,01;0,01;0,02;0;2,37;0,57;2,0222;530,6904;39505,2565;13/03/2023
Rio Grande do Norte;Potiguar;7-SBO-3-RN;7-SBO-03-RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/01;51,8335;0,0000;51,8335;1,2114;0,0000;1,2114;37,55300;0,0256;;;740;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1012-RN;7ET1012RN;ESTREITO;Petrobras;480000037939797;2023/01;2,6360;0,0000;2,6360;0,0011;0,0000;0,0011;0,03400;96,9803;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Rio Grande do Norte;Potiguar;9-CAM-794-RN;9CAM794RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;8,0510;0,0000;8,0510;0,0013;0,0000;0,0013;0,03900;250,7987;Estação Coletora Alto da Pedra B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-GMR-74-RN;7GMR74RN;GUAMARÉ;Petrobras;480000038009751;2023/01;3,9354;0,0000;3,9354;0,0057;0,0000;0,0057;0,00000;86,2479;Estação Coletora (do campo) de Guamaré (em Macau);INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Sergipe;Sergipe;7-RO-466D-SE;7RO466DSE;RIACHUELO;Carmo;480000038609782;2023/01;8,8392;0,0000;8,8392;0,0309;0,0000;0,0309;0,95700;424,4264;Mato Grosso;INSTALACAO EMB/DESEMB;560;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Sergipe;Sergipe;7-RO-244-SE;7RO  0244  SE;RIACHUELO;Carmo;480000038609782;2023/01;11,0382;0,0000;11,0382;0,0000;0,0000;0,0000;0,00000;0,0000;Estação Coletora de Nova Magalhães;INSTALACAO EMB/DESEMB;550;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Bahia;Recôncavo;7-AR-88-BA;7AR  0088  BA;ARAÇÁS;Petrobras;480000036319795;2023/01;10,9579;0,0000;10,9579;0,4342;0,0000;0,4342;13,44700;48,3999;Estação Coletora Araçás B;INSTALACAO EMB/DESEMB;177;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;71,41;13,54;6,9;1,5;2,22;0,67;0,7;0,43;0,2;0,06;0,02;0;0;0;1,22;1,13;2,04162;533,03104;41173,4957;13/03/2023
Alagoas;Alagoas;7-ANB-4D-AL;7ANB4DAL;ANAMBÉ;Origem Alagoas;486100038922000;2023/01;3,8646;0,0000;3,8646;0,5885;0,0000;0,5885;18,24400;61,0607;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;696;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;79,22;9,55;4,58;0,79;1,33;0,45;0,41;0,42;0,12;0,15;0,01;0,01;0,02;0;2,37;0,57;2,0222;530,6904;39505,2565;13/03/2023
Rio Grande do Norte;Potiguar;7-SBO-5-RN;7-SBO-05-RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/01;86,0535;0,0000;86,0535;1,2260;0,0000;1,2260;38,00600;1,8807;;;740;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1026-RN;7ET1026RN;ESTREITO;Petrobras;480000037939797;2023/01;1,7642;0,0000;1,7642;0,0007;0,0000;0,0007;0,02300;394,3082;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Rio Grande do Norte;Potiguar;1-AP-1-RN;1AP  0001  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;0,1384;0,0000;0,1384;0,0000;0,0000;0,0000;0,00000;0,5902;;;168;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-GMR-93-RN;7GMR93RN;GUAMARÉ;Petrobras;480000038009751;2023/01;12,4818;0,0000;12,4818;0,0183;0,0000;0,0183;0,00000;383,1125;Estação Coletora (do campo) de Guamaré (em Macau);INSTALACAO EMB/DESEMB;743;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Sergipe;Sergipe;7-RO-473-SE;7RO473SE;RIACHUELO;Carmo;480000038609782;2023/01;10,0389;0,0000;10,0389;0,0351;0,0000;0,0351;1,08700;457,5595;Mato Grosso;INSTALACAO EMB/DESEMB;561;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Sergipe;Sergipe;3-RO-11-SE;3RO  0011  SE;RIACHUELO;Carmo;480000038609782;2023/01;2,6543;0,0000;2,6543;0,0093;0,0000;0,0093;0,28800;3,8705;Estação Coletora de Oiteirinhos II;INSTALACAO EMB/DESEMB;157;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Bahia;Recôncavo;7-AR-78-BA;7AR  0078  BA;ARAÇÁS;Petrobras;480000036319795;2023/01;18,8993;0,0000;18,8993;0,9032;0,0000;0,9032;27,97200;60,0519;Estação Coletora Araçás B;INSTALACAO EMB/DESEMB;157;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;71,41;13,54;6,9;1,5;2,22;0,67;0,7;0,43;0,2;0,06;0,02;0;0;0;1,22;1,13;2,04162;533,03104;41173,4957;13/03/2023
Alagoas;Alagoas;7-ANB-3-AL;7ANB3AL;ANAMBÉ;Origem Alagoas;486100038922000;2023/01;0,0000;0,0000;0,0000;10,1613;0,0000;10,1613;314,99900;3,4606;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;691;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;79,22;9,55;4,58;0,79;1,33;0,45;0,41;0,42;0,12;0,15;0,01;0,01;0,02;0;2,37;0,57;2,0222;530,6904;39505,2565;13/03/2023
Rio Grande do Norte;Potiguar;7-SBO-2-RN;7-SBO-02-RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/01;27,4155;0,0000;27,4155;0,2011;0,0000;0,2011;6,23300;1,4905;;;736;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1009-RN;7ET1009RN;ESTREITO;Petrobras;480000037939797;2023/01;3,8254;0,0000;3,8254;0,0016;0,0000;0,0016;0,04900;1,4365;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;422;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Rio Grande do Norte;Potiguar;1-AP-2-RN;1AP  0002  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/01;11,5789;0,0000;11,5789;0,0018;0,0000;0,0018;0,05600;644,5627;Estação Coletora Alto da Pedra B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;66,97;13,72;8,37;2,08;2,83;0,85;0,58;0,34;0,12;0,03;0;0;0;0,65;3,15;0,31;2,0525;534,34856;40572,8071;13/03/2023
Rio Grande do Norte;Potiguar;7-GMR-121-RN;7GMR121RN;GUAMARÉ;Petrobras;480000038009751;2023/01;3,7863;0,0000;3,7863;0,0055;0,0000;0,0055;0,00000;116,5764;Estação Coletora (do campo) de Guamaré (em Macau);INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Sergipe;Sergipe;7-RO-471-SE;7RO471SE;RIACHUELO;Carmo;480000038609782;2023/01;8,9928;0,0000;8,9928;0,0000;0,0000;0,0000;0,00000;0,0000;Mato Grosso;INSTALACAO EMB/DESEMB;572;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Sergipe;Sergipe;7-RO-555-SE;7RO555SE;RIACHUELO;Carmo;480000038609782;2023/01;8,7958;0,0000;8,7958;0,0307;0,0000;0,0307;0,95300;18,4943;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;326;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Bahia;Recôncavo;7-AR-63-BA;7AR  0063  BA;ARAÇÁS;Petrobras;480000036319795;2023/01;7,3575;0,0000;7,3575;0,3746;0,0000;0,3746;11,60300;28,6377;Estação Coletora Araçás B;INSTALACAO EMB/DESEMB;177;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;71,41;13,54;6,9;1,5;2,22;0,67;0,7;0,43;0,2;0,06;0,02;0;0;0;1,22;1,13;2,04162;533,03104;41173,4957;13/03/2023
Alagoas;Alagoas;7-ANB-2D-AL;7ANB2DAL;ANAMBÉ;Origem Alagoas;486100038922000;2023/01;7,8811;0,0000;7,8811;1,3415;0,0000;1,3415;41,58800;510,8237;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;681;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;79,22;9,55;4,58;0,79;1,33;0,45;0,41;0,42;0,12;0,15;0,01;0,01;0,02;0;2,37;0,57;2,0222;530,6904;39505,2565;13/03/2023
Rio Grande do Norte;Potiguar;7-SBO-7-RN;7-SBO-07-RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/01;55,8925;0,0000;55,8925;0,8849;0,0000;0,8849;27,43200;8,1179;;;737;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1011-RN;7ET1011RN;ESTREITO;Petrobras;480000037939797;2023/01;5,0771;0,0000;5,0771;0,0021;0,0000;0,0021;0,06500;537,4744;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;584;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Bahia;Recôncavo;3-RSP-5-BA;3RSP 0005  BA;RIACHO SÃO PEDRO;SPE Miranga;480000036849751;2023/01;0,0000;0,0000;0,0000;0,0000;2,5616;2,5616;79,41000;0,0000;Estação S. Roque;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;98,6195;0,5057;0,2167;0,0482;0,0722;0,0401;0,0401;0,0321;0;0;0;0;0;0;0,2087;0,2167;2,04696;533,64553;37691,7136;13/03/2023
Rio Grande do Norte;Potiguar;7-GMS-9-RN;7GMS9RN;GUAMARÉ;Petrobras;480000038009751;2023/01;8,5332;0,0000;8,5332;0,0095;0,0000;0,0095;0,00000;109,0823;Estação Coletora (do campo) de Guamaré (em Macau);INSTALACAO EMB/DESEMB;743;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Sergipe;Sergipe;7-RO-500D-SE;7RO500DSE;RIACHUELO;Carmo;480000038609782;2023/01;9,2521;0,0000;9,2521;0,0323;0,0000;0,0323;1,00200;127,3632;Estação Coletora de Oiteirinhos I;INSTALACAO EMB/DESEMB;547;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Sergipe;Sergipe;7-RO-698-SE;7RO698SE;RIACHUELO;Carmo;480000038609782;2023/01;18,6391;0,0000;18,6391;0,0651;0,0000;0,0651;2,01900;0,0000;Estação Coletora de Santo Antônio;INSTALACAO EMB/DESEMB;575;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Bahia;Recôncavo;7-AR-58-BA;7AR  0058  BA;ARAÇÁS;Petrobras;480000036319795;2023/01;3,9437;0,0000;3,9437;0,1871;0,0000;0,1871;5,79500;154,4848;Estação Coletora Araçás B;INSTALACAO EMB/DESEMB;154;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;71,41;13,54;6,9;1,5;2,22;0,67;0,7;0,43;0,2;0,06;0,02;0;0;0;1,22;1,13;2,04162;533,03104;41173,4957;13/03/2023
Alagoas;Alagoas;7-ANB-9-AL;7ANB9AL;ANAMBÉ;Origem Alagoas;486100038922000;2023/01;0,0000;0,0000;0,0000;0,0000;0,9117;0,9117;28,26300;0,0000;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;515;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;79,22;9,55;4,58;0,79;1,33;0,45;0,41;0,42;0,12;0,15;0,01;0,01;0,02;0;2,37;0,57;2,0222;530,6904;39505,2565;13/03/2023
Rio Grande do Norte;Potiguar;7-SBO-8-RN;7-SBO-08-RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/01;43,0377;0,0000;43,0377;5,4890;0,0000;5,4890;170,15900;0,0580;;;740;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1016-RN;7ET1016RN;ESTREITO;Petrobras;480000037939797;2023/01;20,3206;0,0000;20,3206;0,0084;0,0000;0,0084;0,26000;43,8422;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Bahia;Recôncavo;7-RSP-8-BA;7RSP 0008  BA;RIACHO SÃO PEDRO;SPE Miranga;480000036849751;2023/01;0,0000;0,0000;0,0000;0,0000;1,3643;1,3643;42,29200;0,0000;Estação S. Roque;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;98,6195;0,5057;0,2167;0,0482;0,0722;0,0401;0,0401;0,0321;0;0;0;0;0;0;0,2087;0,2167;2,04696;533,64553;37691,7136;13/03/2023
Rio Grande do Norte;Potiguar;7-GMS-2-RN;7GMS2RN;GUAMARÉ;Petrobras;480000038009751;2023/01;41,5231;0,0000;41,5231;0,0607;0,0000;0,0607;0,00000;488,8645;Estação Coletora (do campo) de Guamaré (em Macau);INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Sergipe;Sergipe;7-RO-214-SE;7RO  0214  SE;RIACHUELO;Carmo;480000038609782;2023/01;8,1224;0,0000;8,1224;0,0000;0,0000;0,0000;0,00000;0,0000;Mato Grosso;INSTALACAO EMB/DESEMB;549;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Sergipe;Sergipe;7-RO-507-SE;7RO507SE;RIACHUELO;Carmo;480000038609782;2023/01;17,2329;0,0000;17,2329;0,0602;0,0000;0,0602;1,86700;280,2534;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;499;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Bahia;Recôncavo;7-AR-56A-BA;7AR  0056A BA;ARAÇÁS;Petrobras;480000036319795;2023/01;17,7486;0,0000;17,7486;0,9288;0,0000;0,9288;28,76600;67,0035;Estação Coletora Araçás B;INSTALACAO EMB/DESEMB;183;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;71,41;13,54;6,9;1,5;2,22;0,67;0,7;0,43;0,2;0,06;0,02;0;0;0;1,22;1,13;2,04162;533,03104;41173,4957;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-815-RN;7ET815RN;ESTREITO;Petrobras;480000037939797;2023/01;2,1645;0,0000;2,1645;0,0009;0,0000;0,0009;0,02800;670,0685;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Rio Grande do Norte;Potiguar;7-SBO-9-RN;7-SBO-09-RN;SABIÁ BICO-DE-OSSO;Potiguar E&P S.A.;48610009128200516;2023/01;48,3577;0,0000;48,3577;2,5508;0,0000;2,5508;79,07500;0,1100;;;738;2021/02;Sabiá Bico de Osso;25,43;< 290ºC;18.8%;290ºC a 380ºC;16.9%;> 380ºC;64.3%;98,005;0,06591;0,05081;0,14453;0,09071;0,08591;0,04871;0,0653;0,0439;0,0215;0,0044;0,00051;0;0,01381;1,1757;0,1833;2,32026;566,35582;37205,1663;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-996-RN;7ET996RN;ESTREITO;Petrobras;480000037939797;2023/01;6,6408;0,0000;6,6408;0,0027;0,0000;0,0027;0,08500;84,8333;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;632;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Bahia;Recôncavo;7-RSP-9-BA;7RSP 0009  BA;RIACHO SÃO PEDRO;SPE Miranga;480000036849751;2023/01;0,0000;0,0000;0,0000;0,0000;25,2230;25,2230;781,91400;0,0000;Estação S. Roque;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;98,6195;0,5057;0,2167;0,0482;0,0722;0,0401;0,0401;0,0321;0;0;0;0;0;0;0,2087;0,2167;2,04696;533,64553;37691,7136;13/03/2023
Rio Grande do Norte;Potiguar;7-GMR-98-RN;7GMR98RN;GUAMARÉ;Petrobras;480000038009751;2023/01;11,4489;0,0000;11,4489;0,0167;0,0000;0,0167;0,00000;239,3940;Estação Coletora (do campo) de Guamaré (em Macau);INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
Sergipe;Sergipe;7-RO-499-SE;7RO499SE;RIACHUELO;Carmo;480000038609782;2023/01;5,8434;0,0000;5,8434;0,0204;0,0000;0,0204;0,63300;21,0544;Estação Coletora de Santa Barbara;INSTALACAO EMB/DESEMB;554;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Sergipe;Sergipe;7-RO-79-SE;7RO  0079  SE;RIACHUELO;Carmo;480000038609782;2023/01;18,8544;0,0000;18,8544;0,0659;0,0000;0,0659;2,04200;0,0000;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;560;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;65,1029;4,4594;6,1212;2,3349;2,9449;1,6407;0,8309;0,2314;0;0;0;0;0;0;0,8204;15,5133;2,10784;540,97741;32096,764;13/03/2023
Bahia;Recôncavo;7-AR-47-BA;7AR  0047  BA;ARAÇÁS;Petrobras;480000036319795;2023/01;12,2215;0,0000;12,2215;0,5444;0,0000;0,5444;16,86000;81,6440;Estação Coletora Araçás B;INSTALACAO EMB/DESEMB;160;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;71,41;13,54;6,9;1,5;2,22;0,67;0,7;0,43;0,2;0,06;0,02;0;0;0;1,22;1,13;2,04162;533,03104;41173,4957;13/03/2023
Rio Grande do Norte;Potiguar;7-ET-1526D-RN;7ET1526DRN;ESTREITO;Petrobras;480000037939797;2023/01;6,8462;0,0000;6,8462;0,0028;0,0000;0,0028;0,08800;613,2137;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;740;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;13/03/2023
