Estado;Bacia;Nome_ANP;Nome_Operador;Campo;Operador;Contrato;Periodo;Oleo_bpd;Condensado_bpd;Petroleo_bpd;Gas_Natural_Associado_(Mm³/dia);Gas_Natural_Não Associado_(Mm³/dia);Gas_Natural_Total_(Mm³/dia);Volume_Gas_Royalties_(Mm³/dia);Agua_bpd;Instalacao_Destino;Tipo_Instalacao;Tempo_de_Producao_h_por_mes;Periodo_Carga;Corrente;Grau_API;Fracao_Destilados_Leves_Corte;Fracao_Destilados_Leves_Volume;Fracao_Destilados_Medios_Corte;Fracao_Destilados_Medios_Volume;Fracao_Destilados_Pesados_Corte;Fracao_Destilados_Pesados_Volume;Percentual_em_Volumes_Metano;Percentual_em_Volumes_Etano;Percentual_em_Volumes_Propano;Percentual_em_Volumes_Iso-Butano;Percentual_em_Volumes_Butano;Percentual_em_Volumes_Iso-Pentano;Percentual_em_Volumes_n-Pentano;Percentual_em_Volumes_Hexanos;Percentual_em_Volumes_Heptanos;Percentual_em_Volumes_Octanos;Percentual_em_Volumes_Nonanos;Percentual_em_Volumes_Decanos;Percentual_em_Volumes_Undecanos;Percentual_em_Volumes_Oxigenio;Percentual_em_Volumes_Nitrogenio;Percentual_em_Volumes_Gas Carbonico;Densidade_GLP_Gas;Densidade_GLP_Liquido;PCS_GP_KJ_por_metro_cubico;Data_Atualizacao
Rio Grande do Norte;Potiguar;7-ET-741-RN;7ET  0741  RN;ESTREITO;Petrobras;480000037939797;2023/02;2,9171;0,0000;2,9171;0,0012;0,0000;0,0012;0,03400;354,3218;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;670;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;08/04/2023
Sergipe;Sergipe;7-ARI-8-SE;7ARI8SE;ARUARI;Carmo;480000038449726;2023/02;2,5656;0,0000;2,5656;0,0020;0,0000;0,0020;0,05700;0,0000;Aruari;INSTALACAO EMB/DESEMB;251;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;24,9548;16,7136;17,3274;5,5243;6,8726;3,4916;1,7911;0,4729;0;0;0;0;0;0;21,9662;0,8855;2,08061;537,71566;32030,8809;08/04/2023
Rio Grande do Norte;Potiguar;3-CAM-4-RN;3CAM 0004  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/02;7,7246;0,0000;7,7246;0,0012;0,0000;0,0012;0,03300;425,3055;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;347;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;08/04/2023
Sergipe;Sergipe;7-MG-44DP-SE;7MG44DPSE;MATO GROSSO;Carmo;480000038579778;2023/02;4,7540;0,0000;4,7540;0,0088;0,0000;0,0088;0,24600;70,6006;Mato Grosso;INSTALACAO EMB/DESEMB;664;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;87,8156;2,0639;2,5773;1,6029;1,3934;0,9324;0,4191;0,1152;0;0;0;0;0;0;0,4191;2,6611;2,15135;546,19969;37118,1168;08/04/2023
Rio Grande do Norte;Potiguar;7-CAM-565D-RN;7CAM 0565D RN;CANTO DO AMARO;Petrobras;480000037929724;2023/02;6,0625;0,0000;6,0625;0,0010;0,0000;0,0010;0,02600;121,2792;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;663;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;08/04/2023
Sergipe;Sergipe;1-ARI-1-SE;1ARI 0001  SE;ARUARI;Carmo;480000038449726;2023/02;0,2601;0,0000;0,2601;0,0002;0,0000;0,0002;0,00600;0,0000;Aruari;INSTALACAO EMB/DESEMB;254;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;24,9548;16,7136;17,3274;5,5243;6,8726;3,4916;1,7911;0,4729;0;0;0;0;0;0;21,9662;0,8855;2,08061;537,71566;32030,8809;08/04/2023
Rio Grande do Norte;Potiguar;7-ARG-760-RN;7ARG760RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/02;1,9195;0,0000;1,9195;0,0012;0,0000;0,0012;0,03300;19,8801;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;670;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;08/04/2023
Rio Grande do Norte;Potiguar;4-ALC-2-RN;4ALC 0002  RN;PERIQUITO;Phoenix Óleo & Gás;486100080052004;2023/02;1,6823;0,0000;1,6823;0,4909;0,0000;0,4909;13,74500;9,3943;Estação Coletora de Periquito (POT-T-790);INSTALACAO EMB/DESEMB;744;2015/07;Periquito;34,3;< 270ºC;35.6%;270ºC a 458ºC;33.7%;> 458ºC;30.7%;96,0202;0,6283;0,0956;0,0541;0,0676;0,0612;0,0821;0,4833;0;0;0;0;0;0;2,5076;0;2,18581;549,82609;36933,5602;08/04/2023
Rio Grande do Norte;Potiguar;7-ET-13-RN;7ET  0013  RN;ESTREITO;Petrobras;480000037939797;2023/02;2,1233;0,0000;2,1233;0,0009;0,0000;0,0009;0,02500;406,2058;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;646;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;08/04/2023
Rio Grande do Norte;Potiguar;7-GMR-103-RN;7GMR103RN;GUAMARÉ;Petrobras;480000038009751;2023/02;10,6246;0,0000;10,6246;0,0155;0,0000;0,0155;0,00000;153,7549;Estação Coletora (do campo) de Guamaré (em Macau);INSTALACAO EMB/DESEMB;669;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;08/04/2023
Rio Grande do Norte;Potiguar;7-CAM-1263-RN;7CAM1263RN;CANTO DO AMARO;Petrobras;480000037929724;2023/02;6,1977;0,0000;6,1977;0,0010;0,0000;0,0010;0,02700;12,6971;Estação Coletora Canto do Amaro D;INSTALACAO EMB/DESEMB;670;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;08/04/2023
Sergipe;Sergipe;8-MG-110D-SE;8MG110DSE;MATO GROSSO;Carmo;480000038579778;2023/02;41,6262;0,0000;41,6262;0,0770;0,0000;0,0770;2,15600;190,9856;Mato Grosso;INSTALACAO EMB/DESEMB;646;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;87,8156;2,0639;2,5773;1,6029;1,3934;0,9324;0,4191;0,1152;0;0;0;0;0;0;0,4191;2,6611;2,15135;546,19969;37118,1168;08/04/2023
Rio Grande do Norte;Potiguar;7-CAM-616-RN;7CAM 0616  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/02;4,1794;0,0000;4,1794;0,0007;0,0000;0,0007;0,01800;478,3041;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;659;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;08/04/2023
Alagoas;Alagoas;7-ANB-16D-AL;7ANB16DAL;ANAMBÉ;Origem Alagoas;486100038922000;2023/02;214,3235;0,0000;214,3235;4,2643;0,0000;4,2643;119,39900;689,2518;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;645;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;79,22;9,55;4,58;0,79;1,33;0,45;0,41;0,42;0,12;0,15;0,01;0,01;0,02;0;2,37;0,57;2,0222;530,6904;39505,2565;08/04/2023
Rio Grande do Norte;Potiguar;7-ARG-829D-RN;7ARG829DRN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/02;23,1779;0,0000;23,1779;0,0144;0,0000;0,0144;0,40200;388,3239;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;670;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;08/04/2023
Rio Grande do Norte;Potiguar;7-MA-13D-RN;7MA  0013D RN;MACAU;3R Macau;480000038089762;2023/02;1,1677;0,0000;1,1677;0,0001;0,0000;0,0001;0,00200;45,7166;Estação Coletora de Macau;INSTALACAO EMB/DESEMB;388;2021/12;MACAU;30,23;< 270ºC;30.21%;270ºC a 458ºC;38.33%;> 458ºC;31.46%;68,813;6,736;6,896;2,801;3,739;1,325;1,068;0,703;0,331;0,118;0,013;0;0;0,604;4,358;2,495;2,12184;542,65437;36715,5245;08/04/2023
Rio Grande do Norte;Potiguar;7-ET-16-RN;7ET  0016  RN;ESTREITO;Petrobras;480000037939797;2023/02;9,2676;0,0000;9,2676;0,0038;0,0000;0,0038;0,10700;625,4987;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;646;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;08/04/2023
Rio Grande do Norte;Potiguar;7-ARG-646-RN;7ARG646RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/02;12,3792;0,0000;12,3792;0,0077;0,0000;0,0077;0,21500;706,2304;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;670;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;08/04/2023
Rio Grande do Norte;Potiguar;7-CAM-1112-RN;7CAM1112RN;CANTO DO AMARO;Petrobras;480000037929724;2023/02;2,8717;0,0000;2,8717;0,0005;0,0000;0,0005;0,01200;61,8729;;;668;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;08/04/2023
Sergipe;Sergipe;7-MG-97-SE;7MG97SE;MATO GROSSO;Carmo;480000038579778;2023/02;0,5690;0,0000;0,5690;0,0010;0,0000;0,0010;0,02900;1,2494;Mato Grosso;INSTALACAO EMB/DESEMB;43;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;87,8156;2,0639;2,5773;1,6029;1,3934;0,9324;0,4191;0,1152;0;0;0;0;0;0;0,4191;2,6611;2,15135;546,19969;37118,1168;08/04/2023
Rio Grande do Norte;Potiguar;7-CAM-623-RN;7CAM 0623  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/02;2,3120;0,0000;2,3120;0,0004;0,0000;0,0004;0,00900;67,8107;Estação Coletora Canto do Amaro C;INSTALACAO EMB/DESEMB;670;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;08/04/2023
Alagoas;Alagoas;7-ANB-14D-AL;7ANB14DAL;ANAMBÉ;Origem Alagoas;486100038922000;2023/02;0,0000;0,0000;0,0000;0,0000;15,3736;15,3736;430,46000;31,5423;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;653;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;79,22;9,55;4,58;0,79;1,33;0,45;0,41;0,42;0,12;0,15;0,01;0,01;0,02;0;2,37;0,57;2,0222;530,6904;39505,2565;08/04/2023
Rio Grande do Norte;Potiguar;7-ARG-261-RN;7ARG 0261  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/02;5,8147;0,0000;5,8147;0,0036;0,0000;0,0036;0,10100;397,9684;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;670;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;08/04/2023
Rio Grande do Norte;Potiguar;7-MA-17D-RN;7MA  0017D RN;MACAU;3R Macau;480000038089762;2023/02;3,4533;0,0000;3,4533;0,0094;0,0000;0,0094;0,26200;92,4258;Estação Coletora de Macau;INSTALACAO EMB/DESEMB;345;2021/12;MACAU;30,23;< 270ºC;30.21%;270ºC a 458ºC;38.33%;> 458ºC;31.46%;68,813;6,736;6,896;2,801;3,739;1,325;1,068;0,703;0,331;0,118;0,013;0;0;0,604;4,358;2,495;2,12184;542,65437;36715,5245;08/04/2023
Rio Grande do Norte;Potiguar;7-ET-99-RN;7ET  0099  RN;ESTREITO;Petrobras;480000037939797;2023/02;15,1668;0,0000;15,1668;0,0063;0,0000;0,0063;0,17600;361,2730;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;663;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;08/04/2023
Rio Grande do Norte;Potiguar;7-ARG-648-RN;7ARG648RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/02;5,5712;0,0000;5,5712;0,0035;0,0000;0,0035;0,09700;499,8175;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;620;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;08/04/2023
Rio Grande do Norte;Potiguar;7-CAM-1411D-RN;7CAM1411DRN;CANTO DO AMARO;Petrobras;480000037929724;2023/02;10,2591;0,0000;10,2591;0,0016;0,0000;0,0016;0,04500;160,3129;Estação Coletora Alto da Pedra B;INSTALACAO EMB/DESEMB;672;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;08/04/2023
Sergipe;Sergipe;7-MG-93D-SE;7MG93DSE;MATO GROSSO;Carmo;480000038579778;2023/02;18,3364;0,0000;18,3364;0,0339;0,0000;0,0339;0,95000;44,8827;Mato Grosso;INSTALACAO EMB/DESEMB;664;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;87,8156;2,0639;2,5773;1,6029;1,3934;0,9324;0,4191;0,1152;0;0;0;0;0;0;0,4191;2,6611;2,15135;546,19969;37118,1168;08/04/2023
Rio Grande do Norte;Potiguar;7-CAM-615-RN;7CAM 0615  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/02;1,1647;0,0000;1,1647;0,0002;0,0000;0,0002;0,00400;101,4140;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;670;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;08/04/2023
Alagoas;Alagoas;7-ANB-11-AL;7ANB11AL;ANAMBÉ;Origem Alagoas;486100038922000;2023/02;5,4636;0,0000;5,4636;1,4392;0,0000;1,4392;40,29800;7,3267;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;600;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;79,22;9,55;4,58;0,79;1,33;0,45;0,41;0,42;0,12;0,15;0,01;0,01;0,02;0;2,37;0,57;2,0222;530,6904;39505,2565;08/04/2023
Rio Grande do Norte;Potiguar;7-ARG-729-RN;7ARG729RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/02;2,4231;0,0000;2,4231;0,0015;0,0000;0,0015;0,04200;417,3725;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;670;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;08/04/2023
Rio Grande do Norte;Potiguar;7-MA-30DP-RN;7MA30DPRN;MACAU;3R Macau;480000038089762;2023/02;6,8006;0,0000;6,8006;0,0380;0,0000;0,0380;1,06500;118,1159;Estação Coletora de Macau;INSTALACAO EMB/DESEMB;671;2021/12;MACAU;30,23;< 270ºC;30.21%;270ºC a 458ºC;38.33%;> 458ºC;31.46%;68,813;6,736;6,896;2,801;3,739;1,325;1,068;0,703;0,331;0,118;0,013;0;0;0,604;4,358;2,495;2,12184;542,65437;36715,5245;08/04/2023
Rio Grande do Norte;Potiguar;7-FP-252-RN;7FP252RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/02;5,8623;0,0000;5,8623;0,0901;0,0000;0,0901;2,52400;606,3801;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;672;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;08/04/2023
Rio Grande do Norte;Potiguar;7-ARG-631-RN;7ARG631RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/02;15,1378;0,0000;15,1378;0,0094;0,0000;0,0094;0,26300;690,1054;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;669;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;08/04/2023
Rio Grande do Norte;Potiguar;7-CAM-1437-RN;7CAM1437RN;CANTO DO AMARO;Petrobras;480000037929724;2023/02;6,8512;0,0000;6,8512;0,0011;0,0000;0,0011;0,02900;588,8704;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;669;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;08/04/2023
Sergipe;Sergipe;7-MG-65-SE;7MG65SE;MATO GROSSO;Carmo;480000038579778;2023/02;9,5077;0,0000;9,5077;0,0273;0,0000;0,0273;0,76300;32,9582;Mato Grosso;INSTALACAO EMB/DESEMB;664;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;87,8156;2,0639;2,5773;1,6029;1,3934;0,9324;0,4191;0,1152;0;0;0;0;0;0;0,4191;2,6611;2,15135;546,19969;37118,1168;08/04/2023
Rio Grande do Norte;Potiguar;7-CAM-658-RN;7CAM 0658  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/02;4,7931;0,0000;4,7931;0,0008;0,0000;0,0008;0,02000;488,9038;Estação Coletora Canto do Amaro H;INSTALACAO EMB/DESEMB;666;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;08/04/2023
Alagoas;Alagoas;7-ANB-10D-AL;7ANB10DAL;ANAMBÉ;Origem Alagoas;486100038922000;2023/02;25,4870;0,0000;25,4870;5,8316;0,0000;5,8316;163,28500;144,9907;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;640;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;79,22;9,55;4,58;0,79;1,33;0,45;0,41;0,42;0,12;0,15;0,01;0,01;0,02;0;2,37;0,57;2,0222;530,6904;39505,2565;08/04/2023
Espírito Santo;Espírito Santo;7-FAL-47H-ES;7FAL47HES;FAZENDA ALEGRE;Petrobras;480000037429756;2023/02;24,5698;0,0000;24,5698;0,2110;0,0000;0,2110;5,76900;62,8795;Estação Coletora de FAL;INSTALACAO EMB/DESEMB;544;2017/02;Fazenda Alegre;13,3;< 290ºC;7.28%;290ºC a 380ºC;14.52%;> 380ºC;78.2%;97,851;0,536;0,067;0,009;0,024;0,001;0,003;0,006;0,034;0,026;0,051;0,007;0;0,061;0,843;0,48;2,04026;532,65079;37336,0194;08/04/2023
Rio Grande do Norte;Potiguar;7-MA-32D-RN;7MA32DRN;MACAU;3R Macau;480000038089762;2023/02;84,6975;0,0000;84,6975;0,8766;0,0000;0,8766;24,54400;610,7340;Estação Coletora de Macau;INSTALACAO EMB/DESEMB;669;2021/12;MACAU;30,23;< 270ºC;30.21%;270ºC a 458ºC;38.33%;> 458ºC;31.46%;68,813;6,736;6,896;2,801;3,739;1,325;1,068;0,703;0,331;0,118;0,013;0;0;0,604;4,358;2,495;2,12184;542,65437;36715,5245;08/04/2023
Rio Grande do Norte;Potiguar;7-FP-245-RN;7FP245RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/02;2,3477;0,0000;2,3477;0,0356;0,0000;0,0356;0,99700;351,1024;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;576;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;08/04/2023
Rio Grande do Norte;Potiguar;7-ARG-641-RN;7ARG641RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/02;4,5170;0,0000;4,5170;0,0028;0,0000;0,0028;0,07800;218,2461;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;670;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;08/04/2023
Rio Grande do Norte;Potiguar;7-CAM-15-RN;7CAM 0015  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/02;7,1428;0,0000;7,1428;0,0011;0,0000;0,0011;0,03100;318,9828;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;656;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;08/04/2023
Maranhão;Parnaíba;7-GVB-4D-MA;7GVB4DMA;GAVIÃO BRANCO;Eneva;48610001418200848;2023/02;0,0000;0,0020;0,0020;0,0000;0,2063;0,2063;5,55600;0,0000;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;3;2023/02;GAVIÃO BRANCO;47,17;< 210ºC;24.8%;210ºC a 500ºC;75.2%;> 500ºC;0%;89,6388;4,4057;1,1249;0,1733;0,2512;0,0881;0,0618;0,0238;0,0105;0,0044;0,0016;0;0;0,0177;4,1578;0,0404;1,99617;527,58606;37373,1062;08/04/2023
Rio Grande do Norte;Potiguar;7-CAM-667-RN;7CAM 0667  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/02;0,6883;0,0000;0,6883;0,0001;0,0000;0,0001;0,00200;8,7298;Estação Coletora Canto do Amaro D;INSTALACAO EMB/DESEMB;670;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;08/04/2023
Alagoas;Alagoas;7-ANB-9-AL;7ANB9AL;ANAMBÉ;Origem Alagoas;486100038922000;2023/02;0,0000;0,0000;0,0000;0,0000;2,7938;2,7938;78,22500;14,5951;Estação Coletora de Furado;INSTALACAO EMB/DESEMB;603;2017/02;Alagoano;40,8;< 210ºC;30.74%;210ºC a 500ºC;48.66%;> 500ºC;20.6%;79,22;9,55;4,58;0,79;1,33;0,45;0,41;0,42;0,12;0,15;0,01;0,01;0,02;0;2,37;0,57;2,0222;530,6904;39505,2565;08/04/2023
Espírito Santo;Espírito Santo;7-FAL-13H-ES;7FAL13HES;FAZENDA ALEGRE;Petrobras;480000037429756;2023/02;82,6104;0,0000;82,6104;0,0597;0,0000;0,0597;1,63300;337,3275;Estação Coletora de FAL;INSTALACAO EMB/DESEMB;668;2017/02;Fazenda Alegre;13,3;< 290ºC;7.28%;290ºC a 380ºC;14.52%;> 380ºC;78.2%;97,851;0,536;0,067;0,009;0,024;0,001;0,003;0,006;0,034;0,026;0,051;0,007;0;0,061;0,843;0,48;2,04026;532,65079;37336,0194;08/04/2023
Rio Grande do Norte;Potiguar;7-MA-29D-RN;7MA29DRN;MACAU;3R Macau;480000038089762;2023/02;4,5410;0,0000;4,5410;0,0254;0,0000;0,0254;0,71100;196,2257;Estação Coletora de Macau;INSTALACAO EMB/DESEMB;672;2021/12;MACAU;30,23;< 270ºC;30.21%;270ºC a 458ºC;38.33%;> 458ºC;31.46%;68,813;6,736;6,896;2,801;3,739;1,325;1,068;0,703;0,331;0,118;0,013;0;0;0,604;4,358;2,495;2,12184;542,65437;36715,5245;08/04/2023
Sergipe;Sergipe;9-CP-1061-SE;9CP  1061  SE;CARMÓPOLIS;Carmo;480000038479714;2023/02;21,1450;0,0000;21,1450;0,0105;0,0000;0,0105;0,29400;82,7013;Estação Coletora de Oiteirinhos I;INSTALACAO EMB/DESEMB;570;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;08/04/2023
