UF;Bacia;Exploração;Nome_ANP;Campo;Operador;Período;Petróleo_(bbl/dia);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-32-RN;ALTO DO RODRIGUES;Petrobras;2023/02;4,0057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-792-BA;DOM JOÃO;3R Candeias  S.A.;2023/02;7,9476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-595-RN;CANTO DO AMARO;Petrobras;2023/02;6,1382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-72-RN;ALTO DO RODRIGUES;Petrobras;2023/02;3,6728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-481-RN;FAZENDA POCINHO;Petrobras;2023/02;5,3767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-793-BA;DOM JOÃO;3R Candeias  S.A.;2023/02;7,2358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1629-RN;ESTREITO;Petrobras;2023/02;5,8646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1546D-RN;ESTREITO;Petrobras;2023/02;0,5351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-30-RN;ALTO DO RODRIGUES;Petrobras;2023/02;10,8191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-61-RN;ALTO DO RODRIGUES;Petrobras;2023/02;0,567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-744-RN;CANTO DO AMARO;Petrobras;2023/02;10,1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1515D-RN;ESTREITO;Petrobras;2023/02;0,5353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-452D-RN;FAZENDA POCINHO;Petrobras;2023/02;2,1911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-59-RN;ALTO DO RODRIGUES;Petrobras;2023/02;2,8145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1331D-RN;ESTREITO;Petrobras;2023/02;2,1862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1545-RN;ESTREITO;Petrobras;2023/02;0,5353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-10-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;15,2858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-39-RN;ALTO DO RODRIGUES;Petrobras;2023/02;3,0052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-594-RN;CANTO DO AMARO;Petrobras;2023/02;4,2119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1533D-RN;ESTREITO;Petrobras;2023/02;0,2806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-483-RN;FAZENDA POCINHO;Petrobras;2023/02;1,5509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-38-RN;ALTO DO RODRIGUES;Petrobras;2023/02;5,8572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1322D-RN;ESTREITO;Petrobras;2023/02;2,0127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1730-RN;ESTREITO;Petrobras;2023/02;0,7559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-120-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;35,6217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-822D-RN;ALTO DO RODRIGUES;Petrobras;2023/02;8,8037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-603-RN;CANTO DO AMARO;Petrobras;2023/02;16,4204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-382-RN;FAZENDA POCINHO;Petrobras;2023/02;0,6721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-212-RN;FAZENDA POCINHO;Petrobras;2023/02;4,6149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-295-RN;ALTO DO RODRIGUES;Petrobras;2023/02;1,5239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1451-RN;ESTREITO;Petrobras;2023/02;1,5963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-PL-43-RN;FAZENDA POCINHO;Petrobras;2023/02;2,0846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-128-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;29,5277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;9-ARG-281-RN;ALTO DO RODRIGUES;Petrobras;2023/02;5,945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-641-RN;CANTO DO AMARO;Petrobras;2023/02;19,3275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-422-RN;FAZENDA POCINHO;Petrobras;2023/02;6,5704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-187-RN;FAZENDA POCINHO;Petrobras;2023/02;3,6018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-871-RN;ALTO DO RODRIGUES;Petrobras;2023/02;0,4475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1450D-RN;ESTREITO;Petrobras;2023/02;1,0841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-138-RN;FAZENDA POCINHO;Petrobras;2023/02;1,4723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-148-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;26,1263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-761-RN;ALTO DO RODRIGUES;Petrobras;2023/02;1,0237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-650-RN;CANTO DO AMARO;Petrobras;2023/02;21,2816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-357-RN;FAZENDA POCINHO;Petrobras;2023/02;4,4631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-178-RN;FAZENDA POCINHO;Petrobras;2023/02;1,5208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-738-RN;ALTO DO RODRIGUES;Petrobras;2023/02;0,7215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1132-RN;ESTREITO;Petrobras;2023/02;6,2186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-350-RN;FAZENDA POCINHO;Petrobras;2023/02;5,4636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-199-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-717-RN;ALTO DO RODRIGUES;Petrobras;2023/02;4,1677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-788-RN;CANTO DO AMARO;Petrobras;2023/02;9,2155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-341-RN;FAZENDA POCINHO;Petrobras;2023/02;7,7654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-174-RN;FAZENDA POCINHO;Petrobras;2023/02;10,3793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-734-RN;ALTO DO RODRIGUES;Petrobras;2023/02;5,7448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1465-RN;ESTREITO;Petrobras;2023/02;2,0745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-342-RN;FAZENDA POCINHO;Petrobras;2023/02;1,065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-21-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;3,1797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-254-RN;ALTO DO RODRIGUES;Petrobras;2023/02;1,0589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-802-RN;CANTO DO AMARO;Petrobras;2023/02;2,7925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-319-RN;FAZENDA POCINHO;Petrobras;2023/02;1,6358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-486D-RN;FAZENDA POCINHO;Petrobras;2023/02;3,4095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-707-RN;ALTO DO RODRIGUES;Petrobras;2023/02;0,4605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1485-RN;ESTREITO;Petrobras;2023/02;1,5358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-318-RN;FAZENDA POCINHO;Petrobras;2023/02;0,6463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-232-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;26,3316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-700-RN;ALTO DO RODRIGUES;Petrobras;2023/02;4,8198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-823-RN;CANTO DO AMARO;Petrobras;2023/02;7,5044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-PL-55-RN;FAZENDA POCINHO;Petrobras;2023/02;11,6469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-477-RN;FAZENDA POCINHO;Petrobras;2023/02;1,3496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-681-RN;ALTO DO RODRIGUES;Petrobras;2023/02;1,4687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maranhão;Parnaíba;terra;7-GVC-2D-MA;GAVIÃO CABOCLO;Eneva;2023/02;0,0375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-219-RN;FAZENDA POCINHO;Petrobras;2023/02;1,5574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-236-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;4,0102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-239-RN;ALTO DO RODRIGUES;Petrobras;2023/02;5,4447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-850-RN;CANTO DO AMARO;Petrobras;2023/02;2,9268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-270-RN;FAZENDA POCINHO;Petrobras;2023/02;7,8681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-444-RN;FAZENDA POCINHO;Petrobras;2023/02;3,7972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-667-RN;ALTO DO RODRIGUES;Petrobras;2023/02;1,2155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maranhão;Parnaíba;terra;3-PGN-5-MA;GAVIÃO CABOCLO;Eneva;2023/02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-272-RN;FAZENDA POCINHO;Petrobras;2023/02;1,2276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-164-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;24,1243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-665-RN;ALTO DO RODRIGUES;Petrobras;2023/02;3,6512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-962-RN;CANTO DO AMARO;Petrobras;2023/02;0,5009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-266-RN;FAZENDA POCINHO;Petrobras;2023/02;0,717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-103-RN;FAZENDA POCINHO;Petrobras;2023/02;6,3231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-661-RN;ALTO DO RODRIGUES;Petrobras;2023/02;1,5911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maranhão;Parnaíba;terra;7-GVC-3D-MA;GAVIÃO CABOCLO;Eneva;2023/02;0,0851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-396-RN;FAZENDA POCINHO;Petrobras;2023/02;2,1424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-248-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;11,0728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-232-RN;ALTO DO RODRIGUES;Petrobras;2023/02;2,6534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-737-RN;CANTO DO AMARO;Petrobras;2023/02;5,9412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-377-RN;FAZENDA POCINHO;Petrobras;2023/02;2,6222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-665-SE;CARMÓPOLIS;Carmo;2023/02;4,0466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-154-RN;ALTO DO RODRIGUES;Petrobras;2023/02;2,3407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maranhão;Parnaíba;terra;7-GVC-4D-MA;GAVIÃO CABOCLO;Eneva;2023/02;0,0004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-129-RN;FAZENDA POCINHO;Petrobras;2023/02;0,6721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-252-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;26,7917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-148-RN;ALTO DO RODRIGUES;Petrobras;2023/02;0,082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-119-RN;CANTO DO AMARO;Petrobras;2023/02;11,5571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-348-RN;FAZENDA POCINHO;Petrobras;2023/02;4,0333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;9-CP-860-SE;CARMÓPOLIS;Carmo;2023/02;7,5927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-526-RN;ALTO DO RODRIGUES;Petrobras;2023/02;6,5884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maranhão;Parnaíba;terra;7-GVC-1D-MA;GAVIÃO CABOCLO;Eneva;2023/02;0,0135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SBO-29-RN;SABIÁ;Potiguar E&P S.A.;2023/02;3,7546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-255-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;15,0857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-93-RN;ALTO DO RODRIGUES;Petrobras;2023/02;2,788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-514-RN;CANTO DO AMARO;Petrobras;2023/02;7,7104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SBO-32-RN;SABIÁ;Potiguar E&P S.A.;2023/02;9,4785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-989-SE;CARMÓPOLIS;Carmo;2023/02;3,4648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-88-RN;ALTO DO RODRIGUES;Petrobras;2023/02;5,2965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Espírito Santo;terra;7-SM-15-ES;SÃO MATEUS;Seacrest SPE Cricaré;2023/02;11,0757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SBO-31-RN;SABIÁ;Potiguar E&P S.A.;2023/02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-259-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;13,9926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-85-RN;ALTO DO RODRIGUES;Petrobras;2023/02;0,4313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-AP-165-RN;CANTO DO AMARO;Petrobras;2023/02;0,2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SBO-12-RN;SABIÁ;Potiguar E&P S.A.;2023/02;5,8888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1111-SE;CARMÓPOLIS;Carmo;2023/02;51,1559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-69-RN;ALTO DO RODRIGUES;Petrobras;2023/02;8,0696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Espírito Santo;terra;7-SM-35-ES;SÃO MATEUS;Seacrest SPE Cricaré;2023/02;46,6475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SBO-23-RN;SABIÁ;Potiguar E&P S.A.;2023/02;4,6585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-262-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;11,606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-48-RN;ALTO DO RODRIGUES;Petrobras;2023/02;5,5004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-132-RN;CANTO DO AMARO;Petrobras;2023/02;11,4996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SBO-11-RN;SABIÁ;Potiguar E&P S.A.;2023/02;13,5018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1132-SE;CARMÓPOLIS;Carmo;2023/02;25,4405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;1-ARG-1-RN;ALTO DO RODRIGUES;Petrobras;2023/02;12,2184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Espírito Santo;terra;7-SM-11-ES;SÃO MATEUS;Seacrest SPE Cricaré;2023/02;4,6942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SAB-12-RN;SABIÁ;Potiguar E&P S.A.;2023/02;98,1116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-263-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;3,1797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-188-RN;ALTO DO RODRIGUES;Petrobras;2023/02;1,0998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;3-AP-4-RN;CANTO DO AMARO;Petrobras;2023/02;29,6012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SBO-9-RN;SABIÁ;Potiguar E&P S.A.;2023/02;8,4025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1133-SE;CARMÓPOLIS;Carmo;2023/02;8,135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-651-RN;ALTO DO RODRIGUES;Petrobras;2023/02;0,9529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Espírito Santo;terra;1-SM-1-ES;SÃO MATEUS;Seacrest SPE Cricaré;2023/02;21,1538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SBO-10-RN;SABIÁ;Potiguar E&P S.A.;2023/02;10,9683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-265-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;36,4778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-787D-RN;ALTO DO RODRIGUES;Petrobras;2023/02;0,8491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-CAM-161-RN;CANTO DO AMARO;Petrobras;2023/02;7,5732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SAB-4-RN;SABIÁ;Potiguar E&P S.A.;2023/02;21,1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-CP-1337D-SE;CARMÓPOLIS;Carmo;2023/02;6,0474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ARG-672-RN;ALTO DO RODRIGUES;Petrobras;2023/02;10,6698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;1-RV-1-RN;RIACHO VELHO;Leros;2023/02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SAB-5-RN;SABIÁ;Potiguar E&P S.A.;2023/02;24,4146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AG-269-BA;ÁGUA GRANDE;3R Rio Ventura S.A;2023/02;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
