UF;Bacia;Exploração;Nome_ANP;Campo;Operador;Período;Petróleo_(bbl/dia);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1483D-RN;ESTREITO;Petrobras;2023/01;1,8285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-834-BA;DOM JOÃO;3R Candeias  S.A.;2023/01;8,6325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-858-RN;ESTREITO;Petrobras;2023/01;1,3336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-910-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;0,7885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-759D-RN;ESTREITO;Petrobras;2023/01;1,6173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-RP-87-RN;ESTREITO;Petrobras;2023/01;3,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-NFC-42-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;10,016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-281-RN;ESTREITO;Petrobras;2023/01;2,6273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1373D-RN;ESTREITO;Petrobras;2023/01;57,651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-853H-BA;DOM JOÃO;3R Candeias  S.A.;2023/01;4,0439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-RP-44-RN;ESTREITO;Petrobras;2023/01;4,6445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-913-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;0,2634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1493-RN;ESTREITO;Petrobras;2023/01;2,1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1191-RN;ESTREITO;Petrobras;2023/01;7,9653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-NFC-43-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;8,753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-849-RN;ESTREITO;Petrobras;2023/01;6,8975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1819-RN;ESTREITO;Petrobras;2023/01;17,1681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-870-BA;DOM JOÃO;3R Candeias  S.A.;2023/01;6,4146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-863-RN;ESTREITO;Petrobras;2023/01;30,6914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-914-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1352D-RN;ESTREITO;Petrobras;2023/01;13,2147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1216-RN;ESTREITO;Petrobras;2023/01;1,163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-NFC-45-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-847-RN;ESTREITO;Petrobras;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1808-RN;ESTREITO;Petrobras;2023/01;1,8163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-MAG-102-RN;MONTE ALEGRE;Petrobras;2023/01;6,5152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-879D-RN;ESTREITO;Petrobras;2023/01;7,7054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-918-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;4,9683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1387D-RN;ESTREITO;Petrobras;2023/01;2,0422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1220-RN;ESTREITO;Petrobras;2023/01;0,7465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-NFC-51D-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;23,1282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-861-RN;ESTREITO;Petrobras;2023/01;7,8241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-RO-709-SE;RIACHUELO;Carmo;2023/01;30,5871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-MAG-95D-RN;MONTE ALEGRE;Petrobras;2023/01;5,381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-877-RN;ESTREITO;Petrobras;2023/01;2,7383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceará;Potiguar;terra;7-FZB-920-CE;FAZENDA BELÉM CE;3R Fazenda Belém;2023/01;2,7002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1464-RN;ESTREITO;Petrobras;2023/01;2,3268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1105-RN;ESTREITO;Petrobras;2023/01;28,4109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-NFC-47D-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;29,0512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-289-RN;ESTREITO;Petrobras;2023/01;2,5896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-RO-501D-SE;RIACHUELO;Carmo;2023/01;28,1303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AR-353D-BA;ARAÇÁS;Petrobras;2023/01;15,8615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-897-RN;ESTREITO;Petrobras;2023/01;1,7265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maranhão;Barreirinhas;terra;1-SJ-1-MA;SÃO JOÃO;Petro-Victory;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1465-RN;ESTREITO;Petrobras;2023/01;6,1699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-359-RN;ESTREITO;Petrobras;2023/01;1,0845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;8-NFC-48D-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;38,2964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-867-RN;ESTREITO;Petrobras;2023/01;1,8186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-RO-680-SE;RIACHUELO;Carmo;2023/01;27,7817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AR-334D-BA;ARAÇÁS;Petrobras;2023/01;2,0734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-904-RN;ESTREITO;Petrobras;2023/01;11,9957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maranhão;Barreirinhas;terra;3-SJ-6-MA;SÃO JOÃO;Petro-Victory;2023/01;13,655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1471-RN;ESTREITO;Petrobras;2023/01;3,3866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-370-RN;ESTREITO;Petrobras;2023/01;3,2263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-NFC-34-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;45,2038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-868-RN;ESTREITO;Petrobras;2023/01;24,4292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-RO-454HP-SE;RIACHUELO;Carmo;2023/01;26,7575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AR-332D-BA;ARAÇÁS;Petrobras;2023/01;4,5084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-905-RN;ESTREITO;Petrobras;2023/01;7,3128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maranhão;Barreirinhas;terra;7-SJ-11-MA;SÃO JOÃO;Petro-Victory;2023/01;77,6893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1371D-RN;ESTREITO;Petrobras;2023/01;1,9113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1252-RN;ESTREITO;Petrobras;2023/01;4,4946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-NFC-46-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;19,6195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-875-RN;ESTREITO;Petrobras;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-RO-518-SE;RIACHUELO;Carmo;2023/01;28,9721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AR-331D-BA;ARAÇÁS;Petrobras;2023/01;12,0008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-914-RN;ESTREITO;Petrobras;2023/01;2,9233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Espírito Santo;terra;7-GU-8D-ES;GURIRI;Seacrest SPE Cricaré;2023/01;26,4048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1496D-RN;ESTREITO;Petrobras;2023/01;0,8913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1121D-RN;ESTREITO;Petrobras;2023/01;14,6264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-NFC-25-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;5,2962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-883-RN;ESTREITO;Petrobras;2023/01;6,3773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-RO-699-SE;RIACHUELO;Carmo;2023/01;32,4609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AR-330D-BA;ARAÇÁS;Petrobras;2023/01;2,4409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-913D-RN;ESTREITO;Petrobras;2023/01;2,4512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-JA-40D-BA;JACUÍPE;SPE Miranga;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-407-RN;ESTREITO;Petrobras;2023/01;13,1565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1147D-RN;ESTREITO;Petrobras;2023/01;1,5564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-NFC-9-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-286-RN;FAZENDA POCINHO;Petrobras;2023/01;1,8703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-RO-415-SE;RIACHUELO;Carmo;2023/01;36,1601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-AR-327D-BA;ARAÇÁS;Petrobras;2023/01;45,9103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-926-RN;ESTREITO;Petrobras;2023/01;3,653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-JA-39D-BA;JACUÍPE;SPE Miranga;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1356D-RN;ESTREITO;Petrobras;2023/01;1,4605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1002-RN;ESTREITO;Petrobras;2023/01;10,9116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;3-NFC-15-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;44,8478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-285-RN;FAZENDA POCINHO;Petrobras;2023/01;3,8899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sergipe;Sergipe;terra;7-RO-254-SE;RIACHUELO;Carmo;2023/01;7,0708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-876H-BA;DOM JOÃO;3R Candeias  S.A.;2023/01;14,7908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-934-RN;ESTREITO;Petrobras;2023/01;18,8922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-JA-37D-BA;JACUÍPE;SPE Miranga;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;3-BRSA-1325-RN;ESTREITO;Petrobras;2023/01;1,4294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-717-RN;ESTREITO;Petrobras;2023/01;2,9515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-NFC-13-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-252-RN;FAZENDA POCINHO;Petrobras;2023/01;6,4322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alagoas;Alagoas;terra;3-JA-2-AL;JEQUIÁ;Petrosynergy;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-892D-BA;DOM JOÃO;3R Candeias  S.A.;2023/01;1,8226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-830-RN;ESTREITO;Petrobras;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-JA-29-BA;JACUÍPE;SPE Miranga;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1813D-RN;ESTREITO;Petrobras;2023/01;3,1236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1004-RN;ESTREITO;Petrobras;2023/01;0,9331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-NFC-12-BA;NORTE DE FAZENDA CARUAÇU;PetroRecôncavo;2023/01;4,8046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-99-RN;FAZENDA POCINHO;Petrobras;2023/01;5,2433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-966-RN;ESTREITO;Petrobras;2023/01;8,026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-893D-BA;DOM JOÃO;3R Candeias  S.A.;2023/01;0,5981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-829-RN;ESTREITO;Petrobras;2023/01;81,5622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-JA-25-BA;JACUÍPE;SPE Miranga;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1527-RN;ESTREITO;Petrobras;2023/01;0,6383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1010-RN;ESTREITO;Petrobras;2023/01;10,2463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-MGP-57D-BA;MIRANGA;SPE Miranga;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-293-RN;FAZENDA POCINHO;Petrobras;2023/01;19,8413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1346-RN;ESTREITO;Petrobras;2023/01;2,7927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-97-BA;DOM JOÃO;3R Candeias  S.A.;2023/01;7,3126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-842-RN;ESTREITO;Petrobras;2023/01;3,9603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-JA-23-BA;JACUÍPE;SPE Miranga;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-829-BA;DOM JOÃO MAR;3R Candeias  S.A.;2023/01;1,7189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1031-RN;ESTREITO;Petrobras;2023/01;5,3108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-VR-14-RN;BREJINHO RN;Potiguar E&P S.A.;2023/01;27,8407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-95-RN;FAZENDA POCINHO;Petrobras;2023/01;2,1562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1140-RN;ESTREITO;Petrobras;2023/01;5,4484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;8-DJ-866D-BA;DOM JOÃO;3R Candeias  S.A.;2023/01;6,9689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-278-RN;ESTREITO;Petrobras;2023/01;0,2595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-JA-22-BA;JACUÍPE;SPE Miranga;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-834-BA;DOM JOÃO MAR;3R Candeias  S.A.;2023/01;1,2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1076D-RN;ESTREITO;Petrobras;2023/01;9,0571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-MG-61-BA;MIRANGA;SPE Miranga;2023/01;50,6906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-448D-RN;FAZENDA POCINHO;Petrobras;2023/01;1,7701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1120D-RN;ESTREITO;Petrobras;2023/01;4,5559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;8-DJ-737-BA;DOM JOÃO;3R Candeias  S.A.;2023/01;2,072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-290-RN;ESTREITO;Petrobras;2023/01;4,0399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-JA-21-BA;JACUÍPE;SPE Miranga;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-870-BA;DOM JOÃO MAR;3R Candeias  S.A.;2023/01;0,9374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1079D-RN;ESTREITO;Petrobras;2023/01;12,9996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-MG-59-BA;MIRANGA;SPE Miranga;2023/01;10,0864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-FP-447D-RN;FAZENDA POCINHO;Petrobras;2023/01;4,4919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1176D-RN;ESTREITO;Petrobras;2023/01;5,3056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;8-DJ-835D-BA;DOM JOÃO;3R Candeias  S.A.;2023/01;2,2363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-876-RN;ESTREITO;Petrobras;2023/01;24,8214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-JA-20-BA;JACUÍPE;SPE Miranga;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-DJ-876H-BA;DOM JOÃO MAR;3R Candeias  S.A.;2023/01;2,1615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SCR-164D-RN;SALINA CRISTAL;3R Macau;2023/01;24,8277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-MG-54-BA;MIRANGA;SPE Miranga;2023/01;20,4216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-TQ-166-BA;TAQUIPE;Petrobras;2023/01;3,7769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1097-RN;ESTREITO;Petrobras;2023/01;3,9774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;8-DJ-868-BA;DOM JOÃO;3R Candeias  S.A.;2023/01;8,0759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-893-RN;ESTREITO;Petrobras;2023/01;4,4384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-JA-28-BA;JACUÍPE;SPE Miranga;2023/01;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-ET-1189-RN;ESTREITO;Petrobras;2023/01;9,6125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;terra;7-SCR-163D-RN;SALINA CRISTAL;3R Macau;2023/01;5,7562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bahia;Recôncavo;terra;7-MG-48-BA;MIRANGA;SPE Miranga;2023/01;55,4656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
